text	label_p1	label_p2	rationale_label
"Powerful @AFPphoto gallery of Everest Avalanche, #NepalQuake @AFPphoto Roberto Schmidt at http://t.co/47HUYA9EUa http://t.co/Cav6KOHvFI”"	other_useful_information	other_useful_information	powerful gallery of everest avalanche , #nepalquake 
RT @Obremskeet: So huge earthquake in Nepal probably killing over a thousand people and @CNN is talking about Bruce Jenner. #ProblemsWithAm…	injured_or_dead_people	injured_or_dead_people	killing over a thousand people 
Asian countries search for citizens stranded by Nepal quake http://t.co/sxcYHqD55v via @NewsRepublic	affected_people_and_evacuations	affected_people_and_evacuations	asian countries search for citizens stranded 
RT @BJPLucknowBJP: Boundary Wall of Kathmandu Airport damaged in #NepalEarthquake http://t.co/eOrSPuKmU9	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	boundary wall of kathmandu airport damaged 
MORE: Nepal quake is the worst temblor to hit the poor South Asian nation in over 80 years: http://t.co/trPMxzumXB Via @ap	other_useful_information	other_useful_information	nepal quake is the worst temblor to hit the poor south asian nation 
"Nepal hit aftershock, survivors intensifies http://t.co/u36msMGCHk"	other_useful_information	other_useful_information	nepal hit aftershock 
"For those of you unaware... An earthquake in Nepal just killed 4,000 people."	injured_or_dead_people	injured_or_dead_people	just killed 4,000 people 
Reports of Kathmandu Airport ATC personnel fleeing after fresh tremors. Airport shut down again	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	airport shut down again
No change in schedule despite earthquake: The earthquake in Nepal and the aftershocks felt on the Indian side of… http://t.co/o96aHuqpNX	other_useful_information	other_useful_information	the earthquake in nepal and the aftershocks felt on the indian 
"50 Families From Mizoram Stuck in Nepal, Safe"	affected_people_and_evacuations	affected_people_and_evacuations	50 families from mizoram stuck in nepal , safe
RT @HeadlinesToday: India to help foreign tourist stranded in Nepal. All tourist to be given gratis visas in wake of emergency #NepalQuake	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	india to help foreign tourist stranded in nepal 
#Nepal: Hundreds waiting for a flight at #Kathmandu airport as new aftershock delays traffic.  https://t.co/jGtqnGK8ne	affected_people_and_evacuations	affected_people_and_evacuations	hundreds waiting for a flight at #kathmandu airport 
"RT @WFP: In the aftermath of the #NepalQuake, people camp in any space they find. Help #WFP respond: http://t.co/mwZcsqGTAf http://t.co/lxM…"	other_useful_information	other_useful_information	in the aftermath of the #nepalquake 
RT @Komal_Indian: List of doctors and hospitals in Nepal Please Share ! #NepalEarthquake http://t.co/wxGUbmIRkV	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	list of doctors and hospitals in nepal 
RT @MEAIndia: May kindly note: The helplines numbers  in MEA control room are for  enquiries relating to Indian nationals in Nepal. (1/2)	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	the helplines numbers in mea control room 
RT @STcom: #NepalEarthquake: Out-of-towners unable to leave Kathmandu Valley due to lack of vehicles http://t.co/uZ59tI1NiM http://t.co/0SO…	affected_people_and_evacuations	affected_people_and_evacuations	out-of-towners unable to leave kathmandu valley 
Google exec dies in Mount Everest avalanche after Nepal quake http://t.co/jAjALdRBwX via @mashable	injured_or_dead_people	injured_or_dead_people	google exec dies 
"RT @SPoonia777: #MSGHelpEarthquakeVictims\r 23 dead, 48 injured in Bihar after Nepal earthquake triggers aftershocks http://t.co/OTi51ZxbDN"	injured_or_dead_people	injured_or_dead_people	23 dead , 48 injured 
FT: Powerful earthquake hits Kathmandu http://t.co/16HaL6h9S7	other_useful_information	other_useful_information	powerful earthquake hits kathmandu
"RT @NorthmenPK: #Nepal scale of latest shocks of earth quake was 6.5, caused three avalanches on #Everest but no harm. #NepalQuake #NepalEa…"	other_useful_information	other_useful_information	#nepal scale of latest shocks of earth quake was 6.5 
"Earthquake Kills 3 in Bengal, Chief Minister Mamata Banerjee Phones PM Modi: A massive earthquake in Nepal, felt in most parts of Ind..."	injured_or_dead_people	injured_or_dead_people	kills 3 
RT @Komal_Indian: Bravo @JantaKaReporter ! Just launched and already doing grt job in uniting distressed ppl in India and Nepal ! Keep up t…	not_related_or_irrelevant	not_related_or_irrelevant	bravo ! just launched and already doing grt job in uniting distressed ppl in india and nepal ! keep up t
"RT @f4izalhassan: Fellow Malaysians, #Nepal needs us. Should you wish to donate, please contact @MERCYMalaysia. #NepalEarthquake http://t.c…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : fellow malaysians , #nepal needs us . should you wish to donate , please contact . #nepalearthquake "
Nepalese dig for quake survivors Rubble is cleared in Kathmandu's Durbar Square on Saturday. A massive 7.8 magnitu… http://t.co/xHYWETjLP5	affected_people_and_evacuations	affected_people_and_evacuations	nepalese dig for quake survivors rubble 
Before and After Photos of Historic Monuments Ruined in Nepal Quake: The death toll in Nepal from last weekend... http://t.co/pztt5WtapQ	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	historic monuments ruined 
India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake	not_related_or_irrelevant	not_related_or_irrelevant	india has become saviour for other countries earlier #operationraahat n now #operationmaitri #salute n #rip souls died in #nepalearthquake
RT @OCHAAsiaPac: #Nepalquake: An estimated 4.6 million people were exposed to the #earthquake shaking http://t.co/JfGkel2G0r	injured_or_dead_people	injured_or_dead_people	an estimated 4.6 million people were exposed 
Nepal earthquake: Everest survivors describe ordeal - BBC News http://t.co/qAhzCuAxuK	other_useful_information	other_useful_information	nepal earthquake : everest survivors describe ordeal 
"@EtihadHelp could u tell me the status for EY 290: Abu Dhabi to Kathmandu, departed this morning? is the KTM airport closed?"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	is the ktm airport closed 
Major aftershock hits Nepal day after cataclysmic earthquake - CNN http://t.co/jmNGbVKsMu #world	other_useful_information	other_useful_information	major aftershock hits nepal 
RT @RailMinIndia: 722 zero value tickets provided to the needy by NER #NepalEarthquake ! Zero value tickets for those who need it at T3- MR…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	722 zero value tickets provided to the needy  _sep_exp_token_ zero value tickets for those who need it 
"Nepal earthquake.  Deathtoll rises to 3,729 #NepalEarthquake  #prayfornepal earthquake"	injured_or_dead_people	injured_or_dead_people	deathtoll rises to 3,729 
RT @KITV4: Students at UH Manoa are spending the day raising money for Nepal. http://t.co/n8HYv4taN1	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	students at uh manoa are spending the day raising money for nepal
RT @SirJadeja: More than 1500 people have already died in #NepalEarthquake This is a monstrous calamity. #PrayersForNepal	injured_or_dead_people	injured_or_dead_people	more than 1500 people have already died 
Tune in tomorrow night #oncampus for Six more ways to give to Nepal earthquake relief http://t.co/IjHhMQEMIq via @TIMEWorld	not_related_or_irrelevant	not_related_or_irrelevant	tune in tomorrow night #oncampus for six more ways to give to nepal earthquake relief via
RT @USEmbassyNepal: Here's a list of NGOs Responding to #NepalEarthquake http://t.co/FT3ctjpxT4 via @CIDIoutreach #WeStandwithNepal http://…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	's a list of ngos responding to #nepalearthquake 
"RT @timesofindia: The #Dharahara tower has collapsed, with people suspected buried. #Nepal #Kathmandu #earthquake http://t.co/cZMrLKah6K"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	the #dharahara tower has collapsed 
"RT @UNOCHA: Latest information, materials, facts and figures on the #NepalQuake in one place: http://t.co/Ho4ohrgcwB http://t.co/6aS6PhZ6TI"	other_useful_information	other_useful_information	latest information , materials , facts and figures on the #nepalquake 
"RT @IndianExpress: #ExpressFrontPage: Nepal Quake | 1,200 bodies in three days, Pashupatinath pyres keep burning http://t.co/4f1R0vImle htt…"	injured_or_dead_people	injured_or_dead_people	1,200 bodies in three days 
RT @nytimes: A survivor was pulled from the rubble in Nepal. Follow updates on the Nepal earthquake: http://t.co/h1NirjLPsD http://t.co/qPN…	affected_people_and_evacuations	affected_people_and_evacuations	a survivor was pulled from the rubble 
"#Nepal: Historic #Dharahara tower collapses in #Kathmandu after #quake, at least 50 trapped. http://t.co/sO0GVDBvk0 via @dna"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	historic #dharahara tower collapses 
Nepal capital Kathmandu devastated by powerful earthquake http://t.co/bIVv0fFOfX	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	nepal capital kathmandu devastated 
RT @SteveChaoSC: More than 200 missing on and around #Everest.  #Nepalquake.... http://t.co/0f0cW1XP2n	affected_people_and_evacuations	affected_people_and_evacuations	more than 200 missing 
RT @XHNews: #Kathmandu airport crowded as people rush to leave after devastating #NepalQuake http://t.co/tcUc5MOqs0 http://t.co/ZLpm3OacLT	affected_people_and_evacuations	affected_people_and_evacuations	#kathmandu airport crowded as people rush to leave 
Watch Live : 7.9 magnitude earthquake rumbles Nepal - Watch Video http://t.co/DWzDkLVsQd	other_useful_information	other_useful_information	7.9 magnitude earthquake rumbles nepal 
Why majority buildings in India weathered the impact of Nepal earthquake - The Economic Times on Mobile http://t.co/ekJemvAWJg	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	why majority buildings in india weathered the impact of nepal earthquake 
"RT @reuterspictures: People survey a site damaged by an earthquake, in Kathmandu, Nepal  http://t.co/2ZPmUvIcYa http://t.co/9sQIDcPLEA"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	a site damaged 
"Aftershock leads to Kathmandu airport closing, flights returning to Delhi \nhttp://t.co/1LztghAeiI"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	kathmandu airport closing , flights returning to delhi
Akshay Kumar: Gabbar Is Back Earnings for Nepal Not My Call http://t.co/HJA5ox4CQG	not_related_or_irrelevant	not_related_or_irrelevant	akshay kumar : gabbar is back earnings for nepal not my call
Foreign Office tells Britons stranded in Nepal to follow local authorities' advice following earthquake that left… http://t.co/vk48KldGih	not_related_or_irrelevant	not_related_or_irrelevant	foreign office tells britons stranded in nepal to follow local authorities ' advice following earthquake that left
RT @Assam_24X7: Nepal quake: Assam mountaineering team on Everest expedition safe - Daijiworld http://t.co/OgNf5nvaUD	affected_people_and_evacuations	affected_people_and_evacuations	assam mountaineering team on everest expedition safe 
#Qatar Qatar Airways Resumes Flights to Kathmandu: National carrier Qatar Airways (QA) Sunday resumed... http://t.co/SUu5g4PVi0 #Flights	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	#qatar qatar airways resumes flights to kathmandu : national carrier qatar airways ( qa ) sunday resumed 
"Seeking guidance on economic impact due to Nepal quake, hearts go out to the thousands affected by the disaster."	other_useful_information	infrastructure_and_utilities_damage	guidance on economic impact 
RT @ACF_UK: Our #Nepal teams are assessing needs and damage on ground http://t.co/EhSVh3W8j8  #NepalEarthquake http://t.co/e6bTd867Tk	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	assessing needs and damage on ground
RT @rsprasad: 2- Airtel has made calls to Nepal free for 48 hours from 0000 Hrs of today.	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	airtel has made calls to nepal free 
"Police in Nepal say the death toll from Saturday's earthquake has topped 5,500; more than 11,400 injured - @AP http://t.co/LE9XUvShDZ"	injured_or_dead_people	injured_or_dead_people	the death toll from saturday 's earthquake has topped 5,500 ; more than 11,400 injured 
